seed,task_id,task_type,start,task_spec
2505,30,sequence,"[4, 9, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 10, 0]}, {""kind"": ""exact"", ""state"": [7, 9, 2]}, {""kind"": ""exact"", ""state"": [8, 9, 1]}], ""op"": ""SEQ""}"
2505,31,all_of,"[4, 9, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 10, 0]}, {""kind"": ""exact"", ""state"": [10, 10, 0]}, {""kind"": ""exact"", ""state"": [7, 9, 2]}], ""op"": ""ALL""}"
2505,32,condition_then,"[4, 9, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 0}, {""kind"": ""exact"", ""state"": [8, 7, 1]}], ""op"": ""SEQ""}"
2505,33,sequence,"[2, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3, 2]}, {""kind"": ""exact"", ""state"": [5, 6, 2]}, {""kind"": ""exact"", ""state"": [9, 6, 1]}], ""op"": ""SEQ""}"
2505,34,all_of,"[2, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3, 2]}, {""kind"": ""exact"", ""state"": [8, 10, 1]}, {""kind"": ""exact"", ""state"": [5, 6, 2]}], ""op"": ""ALL""}"
2505,35,condition_then,"[2, 2, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [8, 8, 1]}], ""op"": ""SEQ""}"
2505,36,branch,"[3, 4, 2]","{""A"": {""kind"": ""exact"", ""state"": [5, 3, 0]}, ""B"": {""kind"": ""exact"", ""state"": [1, 8, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 9, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 5, 1]}, ""generation_distance_A"": 16, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2505,37,branch,"[4, 8, 2]","{""A"": {""kind"": ""exact"", ""state"": [8, 8, 2]}, ""B"": {""kind"": ""exact"", ""state"": [6, 7, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 3, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 9, 2]}, ""generation_distance_A"": 17, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2505,38,branch,"[9, 2, 1]","{""A"": {""kind"": ""exact"", ""state"": [8, 4, 0]}, ""B"": {""kind"": ""exact"", ""state"": [10, 2, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [4, 7, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 1, 1]}, ""generation_distance_A"": 14, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2505,39,branch,"[3, 3, 1]","{""A"": {""kind"": ""exact"", ""state"": [1, 6, 1]}, ""B"": {""kind"": ""exact"", ""state"": [6, 5, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 2, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [3, 7, 0]}, ""generation_distance_A"": 18, ""generation_distance_B"": 12, ""op"": ""BRANCH""}"
2505,40,branch,"[9, 2, 1]","{""A"": {""kind"": ""exact"", ""state"": [9, 3, 0]}, ""B"": {""kind"": ""exact"", ""state"": [6, 4, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [6, 10, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 2, 0]}, ""generation_distance_A"": 17, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2505,41,branch,"[1, 9, 2]","{""A"": {""kind"": ""exact"", ""state"": [1, 5, 2]}, ""B"": {""kind"": ""exact"", ""state"": [3, 8, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [9, 6, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 8, 1]}, ""generation_distance_A"": 17, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2505,42,branch,"[4, 6, 0]","{""A"": {""kind"": ""exact"", ""state"": [6, 8, 2]}, ""B"": {""kind"": ""exact"", ""state"": [7, 1, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 4, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 4, 0]}, ""generation_distance_A"": 16, ""generation_distance_B"": 12, ""op"": ""BRANCH""}"
2505,43,branch,"[2, 4, 2]","{""A"": {""kind"": ""exact"", ""state"": [2, 1, 0]}, ""B"": {""kind"": ""exact"", ""state"": [1, 5, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 9, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 6, 1]}, ""generation_distance_A"": 18, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2505,44,branch,"[3, 6, 0]","{""A"": {""kind"": ""exact"", ""state"": [1, 4, 0]}, ""B"": {""kind"": ""exact"", ""state"": [1, 3, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 9, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 2, 0]}, ""generation_distance_A"": 20, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2505,45,branch,"[9, 8, 2]","{""A"": {""kind"": ""exact"", ""state"": [6, 6, 2]}, ""B"": {""kind"": ""exact"", ""state"": [6, 9, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 10, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [7, 8, 1]}, ""generation_distance_A"": 13, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2606,0,sequence,"[9, 6, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 3, 2]}, {""kind"": ""exact"", ""state"": [1, 8, 2]}, {""kind"": ""exact"", ""state"": [6, 5, 2]}], ""op"": ""SEQ""}"
2606,1,all_of,"[9, 6, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 3, 2]}, {""kind"": ""exact"", ""state"": [1, 8, 2]}, {""kind"": ""exact"", ""state"": [3, 8, 2]}], ""op"": ""ALL""}"
2606,2,condition_then,"[9, 6, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 2}, {""kind"": ""exact"", ""state"": [1, 1, 1]}], ""op"": ""SEQ""}"
2606,3,sequence,"[7, 4, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 5, 1]}, {""kind"": ""exact"", ""state"": [2, 8, 2]}, {""kind"": ""exact"", ""state"": [8, 6, 0]}], ""op"": ""SEQ""}"
2606,4,all_of,"[7, 4, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 5, 1]}, {""kind"": ""exact"", ""state"": [2, 8, 2]}, {""kind"": ""exact"", ""state"": [3, 9, 2]}], ""op"": ""ALL""}"
2606,5,condition_then,"[7, 4, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 2}, {""kind"": ""exact"", ""state"": [4, 7, 0]}], ""op"": ""SEQ""}"
2606,6,sequence,"[5, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 6, 0]}, {""kind"": ""exact"", ""state"": [4, 4, 2]}, {""kind"": ""exact"", ""state"": [10, 4, 1]}], ""op"": ""SEQ""}"
2606,7,all_of,"[5, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 4, 2]}, {""kind"": ""exact"", ""state"": [10, 6, 0]}, {""kind"": ""exact"", ""state"": [5, 5, 1]}], ""op"": ""ALL""}"
2606,8,condition_then,"[5, 3, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 1}, {""kind"": ""exact"", ""state"": [5, 4, 2]}], ""op"": ""SEQ""}"
2606,9,sequence,"[7, 10, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 7, 2]}, {""kind"": ""exact"", ""state"": [5, 9, 1]}, {""kind"": ""exact"", ""state"": [3, 1, 1]}], ""op"": ""SEQ""}"
2606,10,all_of,"[7, 10, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 9, 1]}, {""kind"": ""exact"", ""state"": [1, 4, 2]}, {""kind"": ""exact"", ""state"": [5, 7, 2]}], ""op"": ""ALL""}"
2606,11,condition_then,"[7, 10, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 6, 1]}], ""op"": ""SEQ""}"
2606,12,sequence,"[5, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 8, 0]}, {""kind"": ""exact"", ""state"": [10, 2, 0]}, {""kind"": ""exact"", ""state"": [6, 9, 0]}], ""op"": ""SEQ""}"
2606,13,all_of,"[5, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 8, 0]}, {""kind"": ""exact"", ""state"": [8, 3, 2]}, {""kind"": ""exact"", ""state"": [10, 2, 0]}], ""op"": ""ALL""}"
2606,14,condition_then,"[5, 3, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 10, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 6, 2]}], ""op"": ""SEQ""}"
2606,15,sequence,"[1, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 4, 1]}, {""kind"": ""exact"", ""state"": [9, 3, 1]}, {""kind"": ""exact"", ""state"": [7, 3, 2]}], ""op"": ""SEQ""}"
2606,16,all_of,"[1, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 4, 1]}, {""kind"": ""exact"", ""state"": [9, 3, 1]}, {""kind"": ""exact"", ""state"": [7, 6, 1]}], ""op"": ""ALL""}"
2606,17,condition_then,"[1, 6, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [9, 10, 1]}], ""op"": ""SEQ""}"
2606,18,sequence,"[10, 7, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 1, 0]}, {""kind"": ""exact"", ""state"": [2, 3, 2]}, {""kind"": ""exact"", ""state"": [4, 8, 2]}], ""op"": ""SEQ""}"
2606,19,all_of,"[10, 7, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 3, 2]}, {""kind"": ""exact"", ""state"": [8, 1, 0]}, {""kind"": ""exact"", ""state"": [1, 4, 1]}], ""op"": ""ALL""}"
2606,20,condition_then,"[10, 7, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [6, 9, 1]}], ""op"": ""SEQ""}"
2606,21,sequence,"[9, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 2, 2]}, {""kind"": ""exact"", ""state"": [5, 2, 2]}, {""kind"": ""exact"", ""state"": [4, 3, 1]}], ""op"": ""SEQ""}"
2606,22,all_of,"[9, 3, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 0]}, {""kind"": ""exact"", ""state"": [10, 2, 2]}, {""kind"": ""exact"", ""state"": [5, 2, 2]}], ""op"": ""ALL""}"
2606,23,condition_then,"[9, 3, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 2}, {""kind"": ""exact"", ""state"": [5, 6, 1]}], ""op"": ""SEQ""}"
2606,24,sequence,"[2, 8, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [2, 10, 2]}, {""kind"": ""exact"", ""state"": [2, 1, 2]}, {""kind"": ""exact"", ""state"": [6, 3, 0]}], ""op"": ""SEQ""}"
2606,25,all_of,"[2, 8, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 8, 0]}, {""kind"": ""exact"", ""state"": [2, 10, 2]}, {""kind"": ""exact"", ""state"": [2, 1, 2]}], ""op"": ""ALL""}"
2606,26,condition_then,"[2, 8, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 10, ""var"": 1}, {""kind"": ""exact"", ""state"": [7, 2, 1]}], ""op"": ""SEQ""}"
2606,27,sequence,"[4, 2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [4, 3, 0]}, {""kind"": ""exact"", ""state"": [1, 6, 1]}], ""op"": ""SEQ""}"
2606,28,all_of,"[4, 2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 3, 0]}, {""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [6, 7, 2]}], ""op"": ""ALL""}"
2606,29,condition_then,"[4, 2, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 2}, {""kind"": ""exact"", ""state"": [6, 8, 2]}], ""op"": ""SEQ""}"
2606,30,sequence,"[1, 8, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 9, 1]}, {""kind"": ""exact"", ""state"": [8, 4, 0]}, {""kind"": ""exact"", ""state"": [9, 7, 2]}], ""op"": ""SEQ""}"
2606,31,all_of,"[1, 8, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 9, 1]}, {""kind"": ""exact"", ""state"": [10, 7, 1]}, {""kind"": ""exact"", ""state"": [8, 4, 0]}], ""op"": ""ALL""}"
2606,32,condition_then,"[1, 8, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 2}, {""kind"": ""exact"", ""state"": [7, 6, 2]}], ""op"": ""SEQ""}"
2606,33,sequence,"[2, 5, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 3, 0]}, {""kind"": ""exact"", ""state"": [4, 1, 2]}, {""kind"": ""exact"", ""state"": [3, 8, 2]}], ""op"": ""SEQ""}"
2606,34,all_of,"[2, 5, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 3, 0]}, {""kind"": ""exact"", ""state"": [6, 9, 0]}, {""kind"": ""exact"", ""state"": [4, 1, 2]}], ""op"": ""ALL""}"
2606,35,condition_then,"[2, 5, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [5, 4, 2]}], ""op"": ""SEQ""}"
2606,36,branch,"[1, 6, 2]","{""A"": {""kind"": ""exact"", ""state"": [1, 4, 0]}, ""B"": {""kind"": ""exact"", ""state"": [4, 7, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [6, 8, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [3, 5, 1]}, ""generation_distance_A"": 14, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2606,37,branch,"[5, 5, 1]","{""A"": {""kind"": ""exact"", ""state"": [6, 8, 1]}, ""B"": {""kind"": ""exact"", ""state"": [6, 7, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 4, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [7, 4, 1]}, ""generation_distance_A"": 14, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2606,38,branch,"[1, 2, 0]","{""A"": {""kind"": ""exact"", ""state"": [2, 1, 1]}, ""B"": {""kind"": ""exact"", ""state"": [3, 4, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [7, 4, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 4, 2]}, ""generation_distance_A"": 12, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2606,39,branch,"[4, 10, 1]","{""A"": {""kind"": ""exact"", ""state"": [4, 7, 1]}, ""B"": {""kind"": ""exact"", ""state"": [4, 4, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 2, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [3, 6, 2]}, ""generation_distance_A"": 12, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2606,40,branch,"[1, 1, 2]","{""A"": {""kind"": ""exact"", ""state"": [4, 3, 2]}, ""B"": {""kind"": ""exact"", ""state"": [2, 4, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 5, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 3, 0]}, ""generation_distance_A"": 13, ""generation_distance_B"": 6, ""op"": ""BRANCH""}"
2606,41,branch,"[9, 7, 2]","{""A"": {""kind"": ""exact"", ""state"": [7, 8, 0]}, ""B"": {""kind"": ""exact"", ""state"": [8, 8, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [3, 3, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [7, 3, 0]}, ""generation_distance_A"": 13, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2606,42,branch,"[8, 9, 0]","{""A"": {""kind"": ""exact"", ""state"": [10, 6, 2]}, ""B"": {""kind"": ""exact"", ""state"": [4, 7, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 9, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 4, 2]}, ""generation_distance_A"": 16, ""generation_distance_B"": 12, ""op"": ""BRANCH""}"
2606,43,branch,"[2, 5, 1]","{""A"": {""kind"": ""exact"", ""state"": [1, 8, 0]}, ""B"": {""kind"": ""exact"", ""state"": [2, 9, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 3, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [2, 5, 0]}, ""generation_distance_A"": 16, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2606,44,branch,"[3, 6, 2]","{""A"": {""kind"": ""exact"", ""state"": [4, 2, 0]}, ""B"": {""kind"": ""exact"", ""state"": [7, 5, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 9, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 4, 1]}, ""generation_distance_A"": 16, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2606,45,branch,"[1, 4, 1]","{""A"": {""kind"": ""exact"", ""state"": [4, 3, 1]}, ""B"": {""kind"": ""exact"", ""state"": [4, 8, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 4, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 6, 2]}, ""generation_distance_A"": 13, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2707,0,sequence,"[9, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 5, 1]}, {""kind"": ""exact"", ""state"": [7, 3, 2]}, {""kind"": ""exact"", ""state"": [4, 4, 1]}], ""op"": ""SEQ""}"
2707,1,all_of,"[9, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 3, 2]}, {""kind"": ""exact"", ""state"": [4, 5, 1]}, {""kind"": ""exact"", ""state"": [6, 5, 2]}], ""op"": ""ALL""}"
2707,2,condition_then,"[9, 4, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 1}, {""kind"": ""exact"", ""state"": [4, 9, 1]}], ""op"": ""SEQ""}"
2707,3,sequence,"[2, 5, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [9, 6, 0]}, {""kind"": ""exact"", ""state"": [10, 5, 2]}], ""op"": ""SEQ""}"
2707,4,all_of,"[2, 5, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 6, 2]}, {""kind"": ""exact"", ""state"": [6, 7, 2]}, {""kind"": ""exact"", ""state"": [9, 6, 0]}], ""op"": ""ALL""}"
2707,5,condition_then,"[2, 5, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 6, ""var"": 0}, {""kind"": ""exact"", ""state"": [8, 3, 1]}], ""op"": ""SEQ""}"
2707,6,sequence,"[7, 4, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [1, 1, 2]}, {""kind"": ""exact"", ""state"": [4, 2, 1]}, {""kind"": ""exact"", ""state"": [1, 2, 0]}], ""op"": ""SEQ""}"
2707,7,all_of,"[7, 4, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 2, 1]}, {""kind"": ""exact"", ""state"": [7, 7, 2]}, {""kind"": ""exact"", ""state"": [1, 1, 2]}], ""op"": ""ALL""}"
2707,8,condition_then,"[7, 4, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 3, 2]}], ""op"": ""SEQ""}"
2707,9,sequence,"[8, 5, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 1, 2]}, {""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [1, 8, 1]}], ""op"": ""SEQ""}"
2707,10,all_of,"[8, 5, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 2, 0]}, {""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [5, 1, 2]}], ""op"": ""ALL""}"
2707,11,condition_then,"[8, 5, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [2, 3, 1]}], ""op"": ""SEQ""}"
2707,12,sequence,"[7, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 5, 0]}, {""kind"": ""exact"", ""state"": [7, 2, 0]}, {""kind"": ""exact"", ""state"": [5, 8, 1]}], ""op"": ""SEQ""}"
2707,13,all_of,"[7, 6, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 2, 0]}, {""kind"": ""exact"", ""state"": [3, 5, 0]}, {""kind"": ""exact"", ""state"": [5, 9, 0]}], ""op"": ""ALL""}"
2707,14,condition_then,"[7, 6, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [2, 4, 2]}], ""op"": ""SEQ""}"
2707,15,sequence,"[10, 10, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 3, 2]}, {""kind"": ""exact"", ""state"": [7, 6, 0]}, {""kind"": ""exact"", ""state"": [4, 10, 1]}], ""op"": ""SEQ""}"
2707,16,all_of,"[10, 10, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 9, 0]}, {""kind"": ""exact"", ""state"": [7, 3, 2]}, {""kind"": ""exact"", ""state"": [7, 6, 0]}], ""op"": ""ALL""}"
2707,17,condition_then,"[10, 10, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 0}, {""kind"": ""exact"", ""state"": [8, 4, 0]}], ""op"": ""SEQ""}"
2707,18,sequence,"[2, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 1, 2]}, {""kind"": ""exact"", ""state"": [4, 1, 1]}, {""kind"": ""exact"", ""state"": [1, 6, 1]}], ""op"": ""SEQ""}"
2707,19,all_of,"[2, 2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 1, 2]}, {""kind"": ""exact"", ""state"": [4, 1, 1]}, {""kind"": ""exact"", ""state"": [8, 5, 1]}], ""op"": ""ALL""}"
2707,20,condition_then,"[2, 2, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 8, ""var"": 0}, {""kind"": ""exact"", ""state"": [6, 7, 2]}], ""op"": ""SEQ""}"
2707,21,sequence,"[8, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 6, 2]}, {""kind"": ""exact"", ""state"": [5, 8, 0]}, {""kind"": ""exact"", ""state"": [2, 5, 1]}], ""op"": ""SEQ""}"
2707,22,all_of,"[8, 6, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 6, 2]}, {""kind"": ""exact"", ""state"": [6, 3, 0]}, {""kind"": ""exact"", ""state"": [5, 8, 0]}], ""op"": ""ALL""}"
2707,23,condition_then,"[8, 6, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 2}, {""kind"": ""exact"", ""state"": [10, 9, 0]}], ""op"": ""SEQ""}"
2707,24,sequence,"[5, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 1, 0]}, {""kind"": ""exact"", ""state"": [7, 5, 0]}, {""kind"": ""exact"", ""state"": [9, 3, 1]}], ""op"": ""SEQ""}"
2707,25,all_of,"[5, 4, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 5, 0]}, {""kind"": ""exact"", ""state"": [5, 1, 0]}, {""kind"": ""exact"", ""state"": [4, 1, 2]}], ""op"": ""ALL""}"
2707,26,condition_then,"[5, 4, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 1}, {""kind"": ""exact"", ""state"": [9, 2, 1]}], ""op"": ""SEQ""}"
2707,27,sequence,"[10, 4, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 2, 2]}, {""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [2, 9, 1]}], ""op"": ""SEQ""}"
2707,28,all_of,"[10, 4, 0]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 4, 2]}, {""kind"": ""exact"", ""state"": [1, 2, 1]}, {""kind"": ""exact"", ""state"": [4, 2, 2]}], ""op"": ""ALL""}"
2707,29,condition_then,"[10, 4, 0]","{""goals"": [{""kind"": ""var_eq"", ""value"": 2, ""var"": 2}, {""kind"": ""exact"", ""state"": [2, 6, 1]}], ""op"": ""SEQ""}"
2707,30,sequence,"[7, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 9, 0]}, {""kind"": ""exact"", ""state"": [7, 5, 2]}, {""kind"": ""exact"", ""state"": [1, 6, 2]}], ""op"": ""SEQ""}"
2707,31,all_of,"[7, 9, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 5, 2]}, {""kind"": ""exact"", ""state"": [9, 9, 0]}, {""kind"": ""exact"", ""state"": [2, 5, 1]}], ""op"": ""ALL""}"
2707,32,condition_then,"[7, 9, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 0}, {""kind"": ""exact"", ""state"": [5, 6, 0]}], ""op"": ""SEQ""}"
2707,33,sequence,"[2, 5, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 7, 0]}, {""kind"": ""exact"", ""state"": [9, 6, 1]}, {""kind"": ""exact"", ""state"": [5, 6, 2]}], ""op"": ""SEQ""}"
2707,34,all_of,"[2, 5, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [4, 7, 0]}, {""kind"": ""exact"", ""state"": [5, 7, 0]}, {""kind"": ""exact"", ""state"": [9, 6, 1]}], ""op"": ""ALL""}"
2707,35,condition_then,"[2, 5, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 0, ""var"": 2}, {""kind"": ""exact"", ""state"": [9, 3, 2]}], ""op"": ""SEQ""}"
2707,36,branch,"[3, 9, 2]","{""A"": {""kind"": ""exact"", ""state"": [4, 10, 0]}, ""B"": {""kind"": ""exact"", ""state"": [3, 10, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 1, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 10, 2]}, ""generation_distance_A"": 17, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2707,37,branch,"[2, 6, 1]","{""A"": {""kind"": ""exact"", ""state"": [1, 6, 0]}, ""B"": {""kind"": ""exact"", ""state"": [5, 2, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [6, 3, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [6, 4, 0]}, ""generation_distance_A"": 17, ""generation_distance_B"": 12, ""op"": ""BRANCH""}"
2707,38,branch,"[10, 5, 0]","{""A"": {""kind"": ""exact"", ""state"": [10, 9, 0]}, ""B"": {""kind"": ""exact"", ""state"": [5, 5, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [4, 2, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 7, 2]}, ""generation_distance_A"": 17, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2707,39,branch,"[9, 5, 2]","{""A"": {""kind"": ""exact"", ""state"": [9, 2, 2]}, ""B"": {""kind"": ""exact"", ""state"": [5, 4, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 5, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [6, 8, 0]}, ""generation_distance_A"": 15, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
